material_id,formula_pretty,formula_anonymous,band_gap,energy_above_hull,density,volume,nsites,nelements,elements,crystal_system,spacegroup_symbol,spacegroup_number,status,error
mp-31362,Na3YCl6,AB3C6,5.1827,0.0,2.475859760146229,497.107653004878,20,3,"Cl,Na,Y",Monoclinic,P2_1/c,14,ok,
mp-31370,Na2S2O5,A2B2C5,3.2692,0.06061244944444333,2.22199348198776,1136.5625942471252,72,3,"Na,O,S",Monoclinic,P2_1/c,14,ok,
mp-3143,Na2SO4,AB2C4,4.9709,0.003615757857144075,2.7808408962767137,169.63683238953456,14,3,"Na,O,S",Orthorhombic,Cmcm,63,ok,
mp-3193,Na2Si2O5,A2B2C5,4.4712,0.0,2.612973859158786,463.0174205935091,36,3,"Na,O,Si",Monoclinic,P2_1/c,14,ok,
mp-3216573,NaYbCl4,ABC4,5.6312,0.0,3.52929434016939,317.9102692667855,12,3,"Cl,Na,Yb",Monoclinic,P2/c,13,ok,
mp-32533,Na2W4O13,A2B4C13,1.8179999999999998,0.0,5.928032245573287,277.12804788270057,19,3,"Na,O,W",Monoclinic,C2/m,12,ok,
mp-3269,NaTh2F9,AB2C9,6.2429,0.006072217916673672,6.598254765407065,331.21493303435443,24,3,"F,Na,Th",Tetragonal,I-42m,121,ok,
mp-3285,Na2Ta4O11,A2B4C11,3.4619000000000004,0.0,7.666962141048337,409.67434155612295,34,3,"Na,O,Ta",Trigonal,R-3c,167,ok,
mp-3318,Na2BeF4,AB2C4,6.6646,0.0,2.572283861329684,338.2305767565718,28,3,"Be,F,Na",Orthorhombic,Pnma,62,ok,
mp-3338,NaGaO2,ABC2,2.8598999999999997,0.0,3.948785801948034,209.7742886267484,16,3,"Ga,Na,O",Orthorhombic,Pna2_1,33,ok,
mp-3346409,Na4LiCl5,AB4C5,6.1841,0.01289844975000154,2.1972030565809666,417.4242327358296,20,3,"Cl,Li,Na",Tetragonal,I4/m,87,ok,
mp-3346410,Na3Mg2Cl7,A2B3C7,5.0423,0.1193115638541693,2.112686338977167,574.9482679306525,24,3,"Cl,Mg,Na",Tetragonal,I4/mmm,139,ok,
mp-3346412,Na2CaMg(SO4)3,ABC2D3E12,6.127,0.0235267794561409,2.653759873667735,1496.311135028568,114,5,"Ca,Mg,Na,O,S",Triclinic,P1,1,ok,
mp-3346497,NaNO3,ABC3,3.5713,0.0012383167500003012,2.354854615662652,479.4757792710996,40,3,"N,Na,O",Trigonal,R-3c,167,skipped,
mp-3346528,NaH9O5,AB5C9,5.0686,0.019285199000000475,1.3557100978875751,274.5086401633719,30,3,"H,Na,O",Triclinic,P1,1,skipped,
mp-3346553,Na2LiCl3,AB2C3,6.2797,0.024576952083335435,2.1695662419717556,243.8182264654474,12,3,"Cl,Li,Na",Tetragonal,I4/mmm,139,ok,
mp-3346571,Na2Mg3Cl8,A2B3C8,6.0017,0.001128680064102383,2.205245500227455,909.2834686766453,39,3,"Cl,Mg,Na",Trigonal,R-3m,166,ok,
mp-3346580,NaMgCl3,ABC3,6.2579,0.005970680416667484,2.2534060093712704,679.3664858844925,30,3,"Cl,Mg,Na",Trigonal,R-3,148,skipped,
mp-3346593,NaLi4Cl5,AB4C5,6.9829,0.016208857999998827,2.146453172203146,352.7997533231631,20,3,"Cl,Li,Na",Tetragonal,I4/m,87,skipped,
mp-3346730,Na2LiCl3,AB2C3,6.3056,0.02692210814814988,2.1693036920750552,4389.259242257367,216,3,"Cl,Li,Na",Tetragonal,P4/mmm,123,ok,
mp-3346819,K3Na7Mg2H12S6(NO18)2,A2B2C3D6E7F12G36,3.9551000000000003,0.0,2.3167684842827962,813.7313802201149,68,7,"H,K,Mg,N,Na,O,S",Trigonal,R3m,160,ok,
mp-3346843,NaLi2Cl3,AB2C3,6.7164,0.028156589166666635,2.1385045658257797,222.436081794443,12,3,"Cl,Li,Na",Tetragonal,I4/mmm,139,skipped,
mp-3347018,NaH9O5,AB5C9,5.0328,0.013849552333333293,1.3944796229322045,266.8767110732913,30,3,"H,Na,O",Triclinic,P1,1,skipped,
mp-3347048,Na4LiCl5,AB4C5,6.2092,0.01198549075000166,2.213162085820642,414.4142021654251,20,3,"Cl,Li,Na",Monoclinic,C2/m,12,ok,
mp-3347061,NaLi4Cl5,AB4C5,6.9848,0.013772759499998344,2.151188672324004,352.02312071255363,20,3,"Cl,Li,Na",Monoclinic,C2/m,12,skipped,
mp-3347136,NaLiCl2,ABC2,6.4892,0.03571471687499983,2.137140299370092,1253.5884145553935,64,3,"Cl,Li,Na",Tetragonal,P4/mmm,123,skipped,
mp-3347182,Na10Mg7Cl24,A7B10C24,5.090800000000001,0.03132423331300682,2.0703273583219732,4013.232217678557,164,3,"Cl,Mg,Na",Monoclinic,Cm,8,ok,
mp-3347346,NaLi3MgCl6,ABC3D6,5.2924,0.13097525670454857,2.0192733751796257,692.8315490687232,33,4,"Cl,Li,Mg,Na",Trigonal,R-3m,166,skipped,
mp-3347425,Na3LiMgCl6,ABC3D6,5.1832,0.11964532920454563,2.0211052730492503,771.3175417884727,33,4,"Cl,Li,Mg,Na",Trigonal,R-3m,166,ok,
mp-33554,Na3GdCl6,AB3C6,3.0237073220468753,0.0,2.7155277904957162,268.4091656236853,10,3,"Cl,Gd,Na",Trigonal,R-3,148,ok,
mp-33872,Na7Zr6F31,A6B7C31,5.2616000000000005,0.0034181134943214175,3.956805366677151,544.4011217700418,44,3,"F,Na,Zr",Trigonal,R3,146,ok,
mp-3405,NaAl11O17,AB11C17,4.4910000000000005,0.0,3.2197719391603044,610.3960197954335,58,3,"Al,Na,O",Hexagonal,P6_3/mmc,194,ok,
mp-34081,NaYF4,ABC4,6.9274,0.017596755833333866,4.0254284363360755,155.01326898867705,12,3,"F,Na,Y",Tetragonal,I4_1/amd,141,ok,
mp-3416,Na3AlF6,AB3C6,6.7197000000000005,0.0,3.064920359197742,227.4875904866799,20,3,"Al,F,Na",Monoclinic,P2_1/c,14,ok,
mp-34284,NaNdF4,ABC4,7.206099999999999,0.023950540277779098,4.87138359436918,248.72928296820083,18,3,"F,Na,Nd",Hexagonal,P-6,174,ok,
mp-34579,Na3HfF7,AB3C7,5.5556,0.0,4.305299815941614,146.73751212908604,11,3,"F,Hf,Na",Monoclinic,Cm,8,ok,
mp-3468,NaAsO2,ABC2,3.7378,0.0,3.499015469510146,493.21510789353823,32,3,"As,Na,O",Orthorhombic,Pbca,61,ok,
mp-34763,NaAlB14,ABC14,1.5847999999999995,0.0,2.6804248088527305,249.4444449200404,32,3,"Al,B,Na",Orthorhombic,Imma,74,ok,
mp-34806,NaYF4,ABC4,7.3401,0.027805429444444307,4.126697559020832,226.81386704693216,18,3,"F,Na,Y",Trigonal,P3,143,ok,
mp-3488,Na2Ti3O7,A2B3C7,2.9952000000000005,0.0,3.4566879608625083,289.74515380657687,24,3,"Na,O,Ti",Monoclinic,P2_1/m,11,ok,
mp-3521,NaBF4,ABC4,7.846299999999999,0.0,2.66462387975593,136.8432238237462,12,3,"B,F,Na",Orthorhombic,Cmcm,63,ok,
mp-3527,Na3AgO2,AB2C3,1.1444,0.0,4.031744568260474,172.02520760234827,12,3,"Ag,Na,O",Orthorhombic,Ibam,72,ok,
mp-35404,Na2CeO3,AB2C3,2.2931000000000004,0.3011256387499941,4.5464557672457016,85.49996273337035,6,3,"Ce,Na,O",Tetragonal,P4/mmm,123,ok,
mp-3613,NaErS2,ABC2,2.3231,0.0,4.793183696954483,88.12637098837186,4,3,"Er,Na,S",Trigonal,R-3m,166,ok,
mp-36165,Na10Zn4O9,A4B9C10,1.4874,0.0,3.565941468967317,591.8883239012027,46,3,"Na,O,Zn",Monoclinic,C2,5,ok,
mp-3622,Na2PdF4,AB2C4,1.4504000000000001,0.0,4.092763765812561,185.3299005796603,14,3,"F,Na,Pd",Monoclinic,P2_1/c,14,ok,
mp-36225,Na3ZrF7,AB3C7,6.1478,0.011686933636363861,3.279380893045216,148.45496679119643,11,3,"F,Na,Zr",Monoclinic,Cm,8,ok,
mp-36582,NaHS,ABC,3.1546000000000003,0.0019413450000032029,1.842623195853691,50.522710925612245,3,3,"H,Na,S",Trigonal,R3m,160,ok,
mp-3671,NaNbO3,ABC3,2.3565000000000005,0.0017411069999990758,4.517336620582019,481.97067079689253,40,3,"Na,Nb,O",Orthorhombic,Pbcm,57,ok,
mp-37267,NaYF4,ABC4,7.3759,0.011904988888888468,4.354998716412799,214.92365266771534,18,3,"F,Na,Y",Hexagonal,P-6,174,ok,
mp-37430,Na4S2O5,A2B4C5,2.2351,0.23612722772727146,2.4093328873097017,162.71315464571066,11,3,"Na,O,S",Triclinic,P1,1,ok,
mp-3744,NaNbO2,ABC2,1.3780999999999999,0.0,5.564450399075284,88.2693972494368,8,3,"Na,Nb,O",Hexagonal,P6_3/mmc,194,ok,
mp-37458,Na2HF4,AB2C4,1.3556,0.0,2.2860260408402007,89.33183756150176,7,3,"F,H,Na",Monoclinic,P2/m,10,ok,
mp-3775,Na2SiF6,AB2C6,6.9951,0.0,2.810408495046873,333.3395504082119,27,3,"F,Na,Si",Trigonal,P321,150,ok,
mp-37947,Na4C2O5,A2B4C5,2.7373,0.1132779653977245,2.317637014297509,140.41381604563938,11,3,"C,Na,O",Monoclinic,Cm,8,ok,
mp-3795,NaZnF3,ABC3,3.7595,0.0,4.197440739171213,230.075798391036,20,3,"F,Na,Zn",Orthorhombic,Pnma,62,ok,
mp-38102,Na3CeF7,AB3C7,2.8321,0.0,3.5545548310030255,159.80269956056975,11,3,"Ce,F,Na",Monoclinic,Cm,8,ok,
mp-38103,NaClO4,ABC4,5.304,0.00390922916666625,2.658044502300413,76.49120119188025,6,3,"Cl,Na,O",Tetragonal,I-42m,121,ok,
mp-38222,NaCN,ABC,5.2313,0.20473136208333198,1.6296925064633745,49.934769242583435,3,3,"C,N,Na",Orthorhombic,Imm2,44,ok,
mp-3855,Na2BeF4,AB2C4,6.7382,0.00353284142857202,2.600168595915517,334.60332355595796,28,3,"Be,F,Na",Monoclinic,P2_1/c,14,ok,
mp-3858,NaTaO3,ABC3,2.5925999999999996,0.0,7.149405604042241,234.06103598567563,20,3,"Na,O,Ta",Orthorhombic,Pnma,62,ok,
mp-38725,NaBH4,ABC4,6.3086,0.0,1.1848492644874216,106.04284414638592,12,3,"B,H,Na",Tetragonal,P4_2/nmc,137,ok,
mp-3889,NaBO2,ABC2,4.1041,0.0,2.5675218810077527,255.33435095321383,24,3,"B,Na,O",Trigonal,R-3c,167,ok,
mp-39123,Na3Zr2Si2PO12,AB2C2D3E12,4.2135,0.01658491299999909,3.1758992968363797,554.8079502726589,40,5,"Na,O,P,Si,Zr",Triclinic,P1,1,ok,
mp-39140,Na4Al3Si3HO13,AB3C3D4E13,4.0558000000000005,0.0,2.2461307837549636,689.2541171626275,48,5,"Al,H,Na,O,Si",Trigonal,R3c,161,ok,
mp-39260,Na2CaPO4F,ABCD2E4,4.1045,0.026663210388877978,2.7740587094413263,598.6772226805203,45,5,"Ca,F,Na,O,P",Monoclinic,Cm,8,ok,
mp-3928,Na5P3O10,A3B5C10,4.5352,1.8074768505016436e-05,2.6747303342069246,456.75839249468225,36,3,"Na,O,P",Monoclinic,C2/c,15,ok,
mp-39647,Na6Al4Fe(Si4O13)2,AB4C6D8E26,2.9163,0.01025031155555478,2.630031348354427,594.9951015200957,45,5,"Al,Fe,Na,O,Si",Monoclinic,C2/m,12,ok,
mp-3967,NaNO,ABC,3.389,0.08488777124999825,2.3773766073576414,296.1304865487932,24,3,"N,Na,O",Monoclinic,P2_1/c,14,ok,
mp-39681,NaTi2BiO6,ABC2D6,2.7428,0.013837271249999894,5.792353080998693,121.46554931554311,10,4,"Bi,Na,O,Ti",Trigonal,R3,146,ok,
mp-39712,NaCaTaTiO6,ABCDE6,2.4426,0.012438601500003088,5.4856865171905485,234.82505364701396,20,5,"Ca,Na,O,Ta,Ti",Monoclinic,Pc,7,ok,
mp-39823,Na8Al6Si6CO27,AB6C6D8E27,3.2507,0.0,2.1884162346686598,727.155685950148,48,5,"Al,C,Na,O,Si",Trigonal,R3,146,ok,
mp-39843,K2NaVOF5,ABCD2E5,2.8421999999999996,0.0,2.900454030033742,602.553736028237,40,5,"F,K,Na,O,V",Tetragonal,I4mm,107,ok,
mp-40161,NaHf2(PO4)3,AB2C3D12,5.0443,0.0,4.260699103030672,518.255615469893,36,4,"Hf,Na,O,P",Trigonal,R-3c,167,ok,
mp-40201,Na8Be3Si9(ClO12)2,A2B3C8D9E24,3.9839,0.06458081597826482,2.247668601488882,678.6576208856096,46,5,"Be,Cl,Na,O,Si",Triclinic,P1,1,ok,
mp-40226,Na4Ga3Si3IO12,AB3C3D4E12,3.6097523179050977,0.0,3.0150070101118653,775.7776474493245,46,5,"Ga,I,Na,O,Si",Cubic,P-43n,218,ok,
mp-40286,NaLiLa2Ti4O12,ABC2D4E12,1.6749,0.03770363024998602,4.78649203830472,239.793310426459,20,5,"La,Li,Na,O,Ti",Tetragonal,P4/mmm,123,ok,
mp-40374,Na6TiMn(SiO3)6,ABC6D6E18,2.8038,0.038150570807292894,2.9221325304833274,396.21885052228873,32,5,"Mn,Na,O,Si,Ti",Trigonal,R3m,160,ok,
mp-40451,NaGd3Ti2(SbO7)2,AB2C2D3E14,2.0437000000000003,0.0,6.283362223195293,559.1993514395197,44,5,"Gd,Na,O,Sb,Ti",Monoclinic,P2/c,13,ok,
mp-40478,NaDy3Ti2(SbO7)2,AB2C2D3E14,2.4818,0.0,6.48884069539276,549.5525669590389,44,5,"Dy,Na,O,Sb,Ti",Monoclinic,P2/c,13,ok,
mp-40484,NaNd3Ti2(SbO7)2,AB2C2D3E14,2.1497,0.0005312493181897082,5.888495788855104,574.6884175792673,44,5,"Na,Nd,O,Sb,Ti",Monoclinic,P2/c,13,ok,
mp-40519,Na3Sr7Ta3Ti7O30,A3B3C7D7E30,1.7944000000000004,0.008319992449999702,5.442040157331516,622.5309380323197,50,5,"Na,O,Sr,Ta,Ti",Monoclinic,Pm,6,ok,
mp-40668,NaCoP2HO7,ABCD2E7,3.0988000000000007,0.0014945085416657733,3.197013524661804,533.6851890893859,48,5,"Co,H,Na,O,P",Triclinic,P-1,2,ok,
mp-4068,Na2GeS3,AB2C3,2.4683,0.0,2.548573611847862,559.8550219505224,24,3,"Ge,Na,S",Monoclinic,P2_1/c,14,ok,
mp-40685,NaSm3Ti2(SbO7)2,AB2C2D3E14,2.2791,0.0,6.094661759048852,565.249644879205,44,5,"Na,O,Sb,Sm,Ti",Monoclinic,P2/c,13,ok,
mp-40830,NaSr3LaTi5O15,ABC3D5E15,1.8642000000000003,0.007322774164292056,4.967811618372635,604.3957922035044,50,5,"La,Na,O,Sr,Ti",Tetragonal,I-42m,121,ok,
mp-40873,Ba3Na2Ti3Nb2O15,A2B2C3D3E15,1.5631,0.035724125199992685,5.231770538318729,326.0808561492779,25,5,"Ba,Na,Nb,O,Ti",Orthorhombic,Cmmm,65,ok,
mp-40963,Na2ZnP2O7,AB2C2D7,4.042,0.002171474444438992,2.9789522612781987,636.2031530982549,48,4,"Na,O,P,Zn",Monoclinic,P2_1/c,14,ok,
mp-41095,Na3Sr3AlP4,AB3C3D4,1.1233,0.0,2.8094737258524654,570.6065083576336,22,4,"Al,Na,P,Sr",Hexagonal,P6_3mc,186,ok,
mp-41191,Na3Ti2P2O10F,AB2C2D3E10,3.1952,0.005141565914347446,2.967893026051914,226.95778921758068,18,5,"F,Na,O,P,Ti",Orthorhombic,Fmm2,42,ok,
mp-4170,NaTaO3,ABC3,2.2596,0.027754129499998115,6.799149466507862,61.52965494459861,5,3,"Na,O,Ta",Cubic,Pm-3m,221,ok,
mp-4172,Na5GeP3,AB3C5,1.0631000000000004,0.0,2.4240289440745753,768.6344426154534,36,3,"Ge,Na,P",Monoclinic,P2_1/c,14,ok,
mp-41734,Na8Al6Si6SO28,AB6C6D8E28,3.8864999999999994,0.0,2.1431681393708844,770.4425310180038,49,5,"Al,Na,O,S,Si",Cubic,P23,195,ok,
mp-4185,Na3ScF6,AB3C6,6.841200000000001,0.0,2.9606405185395945,255.6628004472991,20,3,"F,Na,Sc",Monoclinic,P2_1/c,14,ok,
mp-4199,Na2S2O3,A2B2C3,4.0764,0.1332450014285662,2.284824016876573,459.63115765278974,28,3,"Na,O,S",Monoclinic,P2_1/c,14,ok,
mp-42190,K2NaTiOF5,ABCD2E5,3.964,0.0,2.8401052794886996,152.04173195441945,10,5,"F,K,Na,O,Ti",Tetragonal,I4mm,107,ok,
mp-4223,Na3PO4,AB3C4,4.1727,0.00502115109375012,2.644313195667605,823.5934765980102,64,3,"Na,O,P",Tetragonal,P-42_1c,114,ok,
mp-42255,NaCaNb2O6F,ABCD2E6,2.7833,0.006532922613640579,4.079602700723124,296.2196322167316,22,5,"Ca,F,Na,Nb,O",Orthorhombic,Imma,74,ok,
mp-42298,Na6Al4Fe(Si4O13)2,AB4C6D8E26,3.2024999999999997,0.0,2.616997871463826,597.9583652622038,45,5,"Al,Fe,Na,O,Si",Triclinic,P1,1,ok,
mp-42508,Na4BeAlSi4ClO12,ABCD4E4F12,4.276599999999999,0.055282191766298006,2.2008428729302003,705.8218886839051,46,6,"Al,Be,Cl,Na,O,Si",Monoclinic,Cc,9,ok,
mp-42583,Na8BeAl4Si7(ClO12)2,AB2C4D7E8F24,3.9838544936965223,0.058615066073365085,2.167310703149684,729.6640572172093,46,6,"Al,Be,Cl,Na,O,Si",Tetragonal,P-4,81,ok,
mp-42599,NaYTiNbO6F,ABCDEF6,2.7187000000000006,0.05536413545454444,4.37727802010486,557.899320483281,44,6,"F,Na,Nb,O,Ti,Y",Tetragonal,P4_122,91,ok,
mp-42897,NaPrTiNbO6F,ABCDEF6,2.811,0.03726111659091025,4.856839930275986,573.9296652177628,44,6,"F,Na,Nb,O,Pr,Ti",Tetragonal,P4_122,91,ok,
mp-42981,NaGdTiNbO6F,ABCDEF6,2.3511999999999995,0.047520935681815146,5.141923442154417,563.2197737658279,44,6,"F,Gd,Na,Nb,O,Ti",Tetragonal,P4_322,95,ok,
mp-43030,Na2Li2Al3Si3ClO12,AB2C2D3E3F12,4.637822679256089,0.023950085199272664,2.2472259845141362,668.7426833432966,46,6,"Al,Cl,Li,Na,O,Si",Tetragonal,P-4,81,ok,
mp-43068,Na3Al3Si3AgBrO12,ABC3D3E3F12,3.3352999999999997,0.022233697336967673,2.7589236104375727,739.0300716491975,46,6,"Ag,Al,Br,Na,O,Si",Monoclinic,Cc,9,ok,
mp-43134,NaNdTiNbO6F,ABCDEF6,2.7862999999999998,0.0392300929545506,4.926605588835123,570.2976904310498,44,6,"F,Na,Nb,Nd,O,Ti",Tetragonal,P4_122,91,ok,
mp-43188,Na8BeAl4Si7(BrO12)2,AB2C4D7E8F24,3.8838999999999997,0.04982050800724114,2.324898191402871,743.7030884231054,46,6,"Al,Be,Br,Na,O,Si",Tetragonal,P-4,81,ok,
mp-4360,NaCdF3,ABC3,3.482,0.0,4.5073061787012385,141.76141001603943,10,3,"Cd,F,Na",Trigonal,R3c,161,ok,
mp-4419,NaNbO3,ABC3,1.5628,0.03085902499999804,4.360939298496417,124.81392265583447,10,3,"Na,Nb,O",Tetragonal,P4/mbm,127,ok,
mp-4482,NaSbO3,ABC3,2.6988000000000003,0.0,4.968766426546429,128.83098377675014,10,3,"Na,O,Sb",Trigonal,R-3,148,ok,
mp-4514,NaNbO3,ABC3,2.7818,0.0,4.472888259328947,121.69003756668431,10,3,"Na,Nb,O",Trigonal,R3c,161,ok,
mp-4531,NaNO3,ABC3,2.9451,0.0,2.3520735625321496,240.02135177682453,20,3,"N,Na,O",Trigonal,R-3c,167,ok,
mp-4533,Na2SiO3,AB2C3,3.8629999999999995,0.0,2.6673590660542557,151.97862116675321,12,3,"Na,O,Si",Orthorhombic,Cmc2_1,36,ok,
mp-4534,NaCO2,ABC2,3.4095,0.006963128177084776,2.417186621118054,184.10643722175047,16,3,"C,Na,O",Monoclinic,P2_1/c,14,ok,
mp-4675,NaTaO3,ABC3,2.2807999999999997,0.009338893500000722,7.044696133416973,118.77001155706728,10,3,"Na,O,Ta",Tetragonal,P4/mbm,127,ok,
mp-4681,NaNbO3,ABC3,2.3684000000000003,0.0024077749999982245,4.507759332944719,241.49733830344042,20,3,"Na,Nb,O",Orthorhombic,Pmc2_1,26,ok,
mp-4699,NaTaO3,ABC3,2.3891,0.0033295580000007874,7.095054131873042,235.85405428360804,20,3,"Na,O,Ta",Orthorhombic,Cmcm,63,ok,
mp-473,Na3P11,A3B11,1.8326000000000002,0.0,2.132719236618186,1275.9125150296695,56,2,"Na,P",Orthorhombic,Pbcn,60,ok,
mp-4734,NaPO3,ABC3,4.971,0.012073410750000235,2.6518472281892924,510.7728274098804,40,3,"Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-4748,NaNbO3,ABC3,1.6833000000000002,0.02670073899999892,4.39958145133262,247.43532826035178,20,3,"Na,Nb,O",Orthorhombic,Cmcm,63,ok,
mp-4752,Na5Al3F14,A3B5C14,6.548500000000001,0.0,3.097018066390593,495.2861116969034,44,3,"Al,F,Na",Tetragonal,P4/mnc,128,ok,
mp-4770,Na2SO4,AB2C4,4.9903,0.0,2.738780216728821,172.24202151828393,14,3,"Na,O,S",Orthorhombic,Fddd,70,ok,
mp-4829,Na2ThF6,AB2C6,6.4738,0.0,5.6168893084018805,115.89059229753134,9,3,"F,Na,Th",Trigonal,P321,150,ok,
mp-4907,Na6Sn2S7,A2B6C7,2.0846999999999998,0.0003842823333428669,2.701069586429656,737.4959519079719,30,3,"Na,S,Sn",Monoclinic,C2/c,15,ok,
mp-4961,Na2HgO2,AB2C2,1.6646999999999998,0.0,6.068127933700489,76.23003578649424,5,3,"Hg,Na,O",Tetragonal,I4/mmm,139,ok,
mp-5004,Na2B2Se7,A2B2C7,1.4882,0.0,3.9102812183331976,526.8511866829477,22,3,"B,Na,Se",Monoclinic,C2/c,15,ok,
mp-504495,NaZnMoHO5,ABCDE5,3.3566,0.006718026805559774,3.7681322414061738,467.72625558084354,36,5,"H,Mo,Na,O,Zn",Orthorhombic,Pnma,62,ok,
mp-504600,NaH4ClO2,ABC2D4,4.9297,0.10361818187500038,1.7046613668920092,368.11218295257333,32,4,"Cl,H,Na,O",Monoclinic,P2_1/c,14,ok,
mp-504605,Na2SiH16O11,AB2C11D16,4.491899999999999,0.010845258083333142,1.668025892815584,1059.962890580657,120,4,"H,Na,O,Si",Monoclinic,P2_1/c,14,ok,
mp-504611,Cs2NaFeF6,ABC2D6,3.841,0.0,4.185784579596492,363.89027441118566,20,4,"Cs,F,Fe,Na",Trigonal,R-3m,166,ok,
mp-504845,NaLiMo(H2O3)2,ABCD4E6,4.5257,0.012502308846160659,2.5535307163864314,1175.2010509667014,104,5,"H,Li,Mo,Na,O",Orthorhombic,Pbca,61,ok,
mp-504851,Rb2Na3InO4,AB2C3D4,1.9079000000000002,0.0,3.7955829352863826,732.7483278126618,40,4,"In,Na,O,Rb",Orthorhombic,Pnnm,58,ok,
mp-504852,Cs2Na3InO4,AB2C3D4,2.0661,0.0,4.337265694093814,786.5286297984863,40,4,"Cs,In,Na,O",Monoclinic,P2_1/c,14,ok,
mp-504854,Na2Li3CoO4,AB2C3D4,1.4597,0.0,2.877314290659638,437.99123936590354,40,4,"Co,Li,Na,O",Orthorhombic,Pnnm,58,ok,
mp-504943,KNaP2H2O7,ABC2D2E7,5.2201,0.025117544294880112,2.2391808718031667,706.1274995851487,52,5,"H,K,Na,O,P",Triclinic,P-1,2,ok,
mp-504944,NaP(HO2)2,ABC2D4,5.1356,0.0318719443750215,2.0849214993386918,764.4470630319171,64,4,"H,Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-504953,Na2As4O11,A2B4C11,2.0736,0.006157150896357599,4.088548835218391,423.73749085943103,34,3,"As,Na,O",Monoclinic,C2/c,15,ok,
mp-504962,K2Na3InO4,AB2C3D4,1.92,0.0,3.1279032379369314,692.2273335677727,40,4,"In,K,Na,O",Orthorhombic,Pnnm,58,ok,
mp-505066,NaFeF3,ABC3,1.8013000000000001,0.0004148375000001536,3.795052711375276,237.73159828294638,20,3,"F,Fe,Na",Orthorhombic,Pnma,62,ok,
mp-505077,NaH9O5,AB5C9,4.5247,0.008706859166665915,1.5297832195950232,486.54493088947567,60,3,"H,Na,O",Orthorhombic,P2_12_12_1,19,ok,
mp-505102,NaMo3P3O16,AB3C3D16,1.7417999999999998,0.012076441630429535,3.6682642036802435,597.281542587978,46,4,"Mo,Na,O,P",Triclinic,P-1,2,ok,
mp-505121,Na2Hg3S4,A2B3C4,1.3273000000000001,0.0,5.950708085566066,866.1787055285421,36,3,"Hg,Na,S",Orthorhombic,Pbca,61,ok,
mp-505170,NaFe3O5,AB3C5,1.5371,0.07131898583333207,4.5676615235870015,393.38463637299844,36,3,"Fe,Na,O",Orthorhombic,Pnnm,58,ok,
mp-505179,NaH6BrO5,ABC5D6,2.1786,0.06923602480769198,2.144667544656269,292.5764517775838,26,4,"Br,H,Na,O",Triclinic,P-1,2,ok,
mp-505185,Na2H16O9,A2B9C16,4.533799999999999,0.009083091620370354,1.585331339755215,863.5142712871135,108,3,"H,Na,O",Monoclinic,P2_1/c,14,ok,
mp-505274,Na2SO4,AB2C4,5.0327,0.006119667142857388,2.7750552032412137,339.98101405167034,28,3,"Na,O,S",Orthorhombic,Pnma,62,ok,
mp-505307,Na2Si4NiO10,AB2C4D10,1.3731,0.008655802205889351,2.811712464156014,445.30732056832585,34,4,"Na,Ni,O,Si",Triclinic,P-1,2,ok,
mp-505381,NaLi3(H2N)4,AB3C4D8,2.5675999999999997,0.0,1.1704179322130372,153.088303310436,16,4,"H,Li,N,Na",Tetragonal,I-4,82,ok,
mp-505382,Na2W(OF2)2,AB2C2D4,3.9375,0.0,4.2117872884629985,532.7428996406788,36,4,"F,Na,O,W",Orthorhombic,Pbcn,60,ok,
mp-505396,CsNa3PbO4,ABC3D4,1.4986000000000002,0.0,4.606732287824145,682.0931512349553,36,4,"Cs,Na,O,Pb",Triclinic,P-1,2,ok,
mp-505478,NaFeBP2H3O10,ABCD2E3F10,2.0119,0.0024704933333223877,2.8635632139816543,364.8769076003382,36,6,"B,Fe,H,Na,O,P",Monoclinic,C2/c,15,ok,
mp-5055,Na6MnS4,AB4C6,1.4002999999999999,0.0,2.2245740445837194,479.4265875932513,22,3,"Mn,Na,S",Hexagonal,P6_3mc,186,ok,
mp-505561,Na2ZnP4(H4O5)4,AB2C4D16E20,4.893199999999999,0.012221697674402954,2.174453729013264,872.7063084121585,86,5,"H,Na,O,P,Zn",Monoclinic,P2_1/c,14,ok,
mp-505701,NaP2H5O8,AB2C5D8,5.6429,0.0,2.027311882988457,714.1502911650072,64,4,"H,Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-505771,K2NaH5(CO4)2,AB2C2D5E8,4.3382000000000005,0.0,2.078712308051286,825.1686199012908,72,5,"C,H,K,Na,O",Orthorhombic,Pnma,62,ok,
mp-505772,Rb2NaH5(CO4)2,AB2C2D5E8,4.1978,0.0,2.4439981930354215,953.877586284699,72,5,"C,H,Na,O,Rb",Orthorhombic,Pnma,62,ok,
mp-505798,Na4TiSe4,AB4C4,1.6704,0.0,3.2032273738822,1889.7224208526623,72,3,"Na,Se,Ti",Monoclinic,C2/c,15,ok,
mp-505821,NaV2O5,AB2C5,1.336,0.02806658062499512,3.185373273353181,213.59773360059017,16,3,"Na,O,V",Orthorhombic,Pmn2_1,31,ok,
mp-5088,NaGdO2,ABC2,3.1988999999999996,0.0,6.224378688100728,113.24196482288986,8,3,"Gd,Na,O",Tetragonal,I4_1/amd,141,ok,
